"category_id","threshold_duration_time_in_mega_promotion"
"1344","30"
"1345","30"
"1346","30"
"2354","30"
"2391","30"
"2393","30"
"2396","30"
"2397","30"
"2398","30"
"2400","30"
"2401","30"
"2402","30"
"2403","30"
"2404","30"
"2405","30"
"2406","30"
"2407","30"
"2408","30"
"2409","30"
"2410","30"
"3347","30"
"3349","30"
"3354","30"
"3355","30"
"3357","30"
"3358","30"
"3359","30"
"3545","30"
"4577","30"
"4580","30"
"4581","30"
"5582","30"
"5585","30"
"5586","30"
"5589","30"
"5590","30"
"5604","30"
"5609","30"
"5695","30"
"5697","30"
"5698","30"
"5699","30"
"5721","30"
"5725","30"
"5726","30"
"5738","30"
"5743","30"
"5745","30"
"5746","30"
"5750","30"
"5751","30"
"5752","30"
"5773","30"
"5774","30"
"5775","30"
"5776","30"
"5777","30"
"5778","30"
"5779","30"
"5780","30"
"5781","30"
"5782","30"
"5783","30"
"5784","30"
"5785","30"
"5786","30"
"5788","30"
"5789","30"
"5790","30"
"5792","30"
"5793","30"
"5794","30"
"5795","30"
"5796","30"
"5797","30"
"5798","30"
"5800","30"
"5801","30"
"5803","30"
"5804","30"
"5806","30"
"5807","30"
"5808","30"
"5812","30"
"5814","30"
"5815","30"
"5818","30"
"5821","30"
"5829","30"
"5830","30"
"5831","30"
"5832","30"
"5844","30"
"5845","30"
"5848","30"
"5849","30"
"5857","30"
"5859","30"
"5862","30"
"5863","30"
"5864","30"
"5865","30"
"5867","30"
"5870","30"
"5871","30"
"5872","30"
"5874","30"
"5876","30"
"5880","30"
"5885","30"
"5886","30"
"5888","30"
"5896","30"
"5897","30"
"5902","30"
"5903","30"
"5908","30"
"5909","30"
"5910","30"
"5911","30"
"5912","30"
"5913","30"
"5914","30"
"5919","30"
"5921","30"
"5922","30"
"5928","30"
"5929","30"
"5930","30"
"5960","30"
"5962","30"
"5964","30"
"5979","30"
"5980","30"
"5982","30"
"5983","30"
"5984","30"
"5985","30"
"5986","30"
"5987","30"
"5988","30"
"5989","30"
"5992","30"
"5993","30"
"5994","30"
"5998","30"
"6000","30"
"6004","30"
"6005","30"
"6012","30"
"6013","30"
"6014","30"
"6016","30"
"6017","30"
"6018","30"
"6019","30"
"6021","30"
"6022","30"
"6023","30"
"6024","30"
"6025","30"
"6029","30"
"6030","30"
"6032","30"
"6033","30"
"6044","30"
"6048","30"
"6055","30"
"6074","30"
"6077","30"
"6078","30"
"6079","30"
"6084","30"
"6085","30"
"6086","30"
"6087","30"
"6088","30"
"6099","30"
"6102","30"
"6105","30"
"6116","30"
"6119","30"
"6129","30"
"6130","30"
"6131","30"
"6132","30"
"6136","30"
"6137","30"
"6138","30"
"6139","30"
"6140","30"
"6141","30"
"6144","30"
"6148","30"
"6149","30"
"6151","30"
"6154","30"
"6155","30"
"6156","30"
"6157","30"
"6163","30"
"6164","30"
"6165","30"
"6166","30"
"6167","30"
"6168","30"
"6169","30"
"6170","30"
"6171","30"
"6172","30"
"6173","30"
"6176","30"
"6177","30"
"6178","30"
"6184","30"
"6185","30"
"6186","30"
"6187","30"
"6189","30"
"6190","30"
"6191","30"
"6192","30"
"6194","30"
"6195","30"
"6204","30"
"6205","30"
"6206","30"
"6209","30"
"6210","30"
"6216","30"
"6218","30"
"6220","30"
"6221","30"
"6223","30"
"6224","30"
"6228","30"
"6229","30"
"6232","30"
"6233","30"
"6235","30"
"6236","30"
"6238","30"
"6239","30"
"6240","30"
"6242","30"
"6243","30"
"6244","30"
"6245","30"
"6247","30"
"6255","30"
"6258","30"
"6261","30"
"6265","30"
"6266","30"
"6268","30"
"6269","30"
"6270","30"
"6272","30"
"6273","30"
"6275","30"
"6276","30"
"6277","30"
"6278","30"
"6279","30"
"6280","30"
"6281","30"
"6282","30"
"6283","30"
"6285","30"
"6287","30"
"6289","30"
"6294","30"
"6295","30"
"6297","30"
"6298","30"
"6299","30"
"6301","30"
"6302","30"
"6303","30"
"6304","30"
"6305","30"
"6306","30"
"6307","30"
"6311","30"
"6312","30"
"6313","30"
"6315","30"
"6316","30"
"6317","30"
"6318","30"
"6319","30"
"6321","30"
"6322","30"
"6323","30"
"6324","30"
"6326","30"
"6327","30"
"6328","30"
"6329","30"
"6330","30"
"6331","30"
"6332","30"
"6333","30"
"6334","30"
"6335","30"
"6336","30"
"6337","30"
"6338","30"
"6339","30"
"6340","30"
"6341","30"
"6342","30"
"6343","30"
"6344","30"
"6345","30"
"6346","30"
"6347","30"
"6350","30"
"6351","30"
"6352","30"
"6354","30"
"6355","30"
"6356","30"
"6357","30"
"6359","30"
"6361","30"
"6362","30"
"6363","30"
"6364","30"
"6367","30"
"6368","30"
"6369","30"
"6370","30"
"6371","30"
"6390","30"
"6395","30"
"6397","30"
"6406","30"
"6407","30"
"6409","30"
"6410","30"
"6411","30"
"6412","30"
"6413","30"
"6414","30"
"6416","30"
"6417","30"
"6420","30"
"6421","30"
"6422","30"
"6423","30"
"6424","30"
"6426","30"
"6427","30"
"6429","30"
"6430","30"
"6431","30"
"6439","30"
"6440","30"
"6441","30"
"6442","30"
"6444","30"
"6450","30"
"6452","30"
"6454","30"
"6455","30"
"6457","30"
"6458","30"
"6459","30"
"6462","30"
"6463","30"
"6467","30"
"6469","30"
"6472","30"
"6474","30"
"6475","30"
"6478","30"
"6479","30"
"6480","30"
"6481","30"
"6482","30"
"6483","30"
"6484","30"
"6485","30"
"6487","30"
"6488","30"
"6489","30"
"6490","30"
"6493","30"
"6494","30"
"6496","30"
"6497","30"
"6498","30"
"6499","30"
"6501","30"
"6503","30"
"6505","30"
"6507","30"
"6508","30"
"6509","30"
"6510","30"
"6512","30"
"6515","30"
"6516","30"
"6517","30"
"6518","30"
"6523","30"
"6525","30"
"6527","30"
"6528","30"
"6529","30"
"6530","30"
"6531","30"
"6532","30"
"6533","30"
"6534","30"
"6535","30"
"6536","30"
"6537","30"
"6538","30"
"6539","30"
"6540","30"
"6542","30"
"6544","30"
"6545","30"
"6546","30"
"6547","30"
"6554","30"
"6556","30"
"6557","30"
"6558","30"
"6559","30"
"6560","30"
"6561","30"
"6565","30"
"6570","30"
"6571","30"
"6574","30"
"6576","30"
"6577","30"
"6578","30"
"6580","30"
"6581","30"
"6582","30"
"6583","30"
"6584","30"
"6585","30"
"6587","30"
"6588","30"
"6590","30"
"6591","30"
"6592","30"
"6594","30"
"6595","30"
"6596","30"
"6597","30"
"6598","30"
"6599","30"
"6600","30"
"6601","30"
"6602","30"
"6604","30"
"6605","30"
"6610","30"
"6611","30"
"6613","30"
"6614","30"
"6617","30"
"6620","30"
"6621","30"
"6622","30"
"6623","30"
"6625","30"
"6629","30"
"6630","30"
"6631","30"
"6633","30"
"6642","30"
"6654","30"
"6656","30"
"6658","30"
"6659","30"
"6660","30"
"6661","30"
"6662","30"
"6663","30"
"6664","30"
"6665","30"
"6666","30"
"6668","30"
"6670","30"
"6673","30"
"6674","30"
"6675","30"
"6676","30"
"6677","30"
"6678","30"
"6679","30"
"6722","30"
"6724","30"
"6725","30"
"6726","30"
"6727","30"
"6728","30"
"6734","30"
"6736","30"
"6739","30"
"6740","30"
"6743","30"
"6745","30"
"6746","30"
"6748","30"
"6749","30"
"6750","30"
"6751","30"
"6752","30"
"6755","30"
"6756","30"
"6757","30"
"6759","30"
"6761","30"
"6762","30"
"6764","30"
"6765","30"
"6766","30"
"6767","30"
"6770","30"
"6773","30"
"6778","30"
"6780","30"
"6781","30"
"6782","30"
"6786","30"
"6790","30"
"6792","30"
"6795","30"
"6802","30"
"6804","30"
"6805","30"
"6806","30"
"6807","30"
"6810","30"
"6813","30"
"6818","30"
"6823","30"
"6824","30"
"6825","30"
"6829","30"
"6831","30"
"6832","30"
"6835","30"
"6838","30"
"6839","30"
"6840","30"
"6845","30"
"6848","30"
"6850","30"
"6851","30"
"6852","30"
"6863","30"
"6864","30"
"6867","30"
"6869","30"
"6870","30"
"6871","30"
"6878","30"
"6881","30"
"6882","30"
"6883","30"
"6884","30"
"6885","30"
"6887","30"
"6888","30"
"6889","30"
"6892","30"
"6893","30"
"6894","30"
"6895","30"
"6896","30"
"6898","30"
"6899","30"
"6900","30"
"6901","30"
"6902","30"
"6903","30"
"6904","30"
"6906","30"
"6909","30"
"6910","30"
"6911","30"
"6913","30"
"6914","30"
"6915","30"
"6917","30"
"6918","30"
"6923","30"
"6924","30"
"6925","30"
"6928","30"
"6929","30"
"6934","30"
"6935","30"
"6937","30"
"6939","30"
"6942","30"
"6943","30"
"6944","30"
"6946","30"
"6949","30"
"6950","30"
"6951","30"
"6954","30"
"6956","30"
"6957","30"
"6958","30"
"6959","30"
"6960","30"
"6961","30"
"6963","30"
"6964","30"
"6974","30"
"6975","30"
"6976","30"
"6977","30"
"6978","30"
"8100","30"
"8101","30"
"8105","30"
"8122","30"
"8135","30"
"8137","30"
"8138","30"
"8139","30"
"8140","30"
"8141","30"
"8145","30"
"8146","30"
"8147","30"
"8156","30"
"8157","30"
"8159","30"
"8160","30"
"8161","30"
"8164","30"
"8165","30"
"8167","30"
"8168","30"
"8169","30"
"8170","30"
"8172","30"
"8173","30"
"8177","30"
"8178","30"
"8179","30"
"8180","30"
"8183","30"
"8184","30"
"8185","30"
"8186","30"
"8187","30"
"8188","30"
"8190","30"
"8191","30"
"8192","30"
"8193","30"
"8194","30"
"8197","30"
"8198","30"
"8199","30"
"8200","30"
"8201","30"
"8202","30"
"8203","30"
"8205","30"
"8209","30"
"8210","30"
"8235","30"
"8236","30"
"8246","30"
"8247","30"
"8248","30"
"8249","30"
"8250","30"
"8251","30"
"8252","30"
"8253","30"
"8254","30"
"8255","30"
"8256","30"
"8257","30"
"8258","30"
"8260","30"
"8264","30"
"8265","30"
"8266","30"
"8267","30"
"8270","30"
"8273","30"
"8276","30"
"8277","30"
"8280","30"
"8282","30"
"8283","30"
"8284","30"
"8285","30"
"8286","30"
"8287","30"
"8291","30"
"8295","30"
"8296","30"
"8297","30"
"8298","30"
"8300","30"
"8301","30"
"8302","30"
"8303","30"
"8304","30"
"8305","30"
"8307","30"
"8308","30"
"8310","30"
"8311","30"
"8313","30"
"8321","30"
"8322","30"
"8326","30"
"8327","30"
"8328","30"
"8330","30"
"8331","30"
"8332","30"
"8334","30"
"8335","30"
"8336","30"
"8341","30"
"8342","30"
"8347","30"
"8348","30"
"8350","30"
"8352","30"
"8354","30"
"8355","30"
"8360","30"
"8361","30"
"8365","30"
"8366","30"
"8368","30"
"8369","30"
"8370","30"
"8371","30"
"8374","30"
"8375","30"
"8376","30"
"8382","30"
"8384","30"
"8385","30"
"8387","30"
"8390","30"
"8393","30"
"8394","30"
"8397","30"
"8398","30"
"8399","30"
"8400","30"
"8401","30"
"8402","30"
"8406","30"
"8407","30"
"8408","30"
"8413","30"
"8415","30"
"8416","30"
"8422","30"
"8430","30"
"8431","30"
"8432","30"
"8433","30"
"8434","30"
"8435","30"
"8440","30"
"8443","30"
"8448","30"
"8449","30"
"8456","30"
"8457","30"
"8458","30"
"8461","30"
"8468","30"
"8470","30"
"8472","30"
"8474","30"
"8475","30"
"8478","30"
"8480","30"
"8483","30"
"8484","30"
"8488","30"
"8489","30"
"8492","30"
"8494","30"
"8495","30"
"8496","30"
"8497","30"
"8498","30"
"8499","30"
"8500","30"
"8501","30"
"8502","30"
"8503","30"
"8504","30"
"8505","30"
"8506","30"
"8507","30"
"8508","30"
"8509","30"
"8510","30"
"8511","30"
"8512","30"
"8513","30"
"8515","30"
"8516","30"
"8517","30"
"8518","30"
"8521","30"
"8548","30"
"8549","30"
"8550","30"
"8551","30"
"8552","30"
"8553","30"
"8554","30"
"8557","30"
"8560","30"
"8561","30"
"8564","30"
"8567","30"
"8572","30"
"8574","30"
"8576","30"
"8578","30"
"8579","30"
"8583","30"
"8587","30"
"8591","30"
"8594","30"
"8596","30"
"8604","30"
"8605","30"
"8607","30"
"8611","30"
"8612","30"
"8618","30"
"8619","30"
"8620","30"
"8622","30"
"8624","30"
"8625","30"
"8628","30"
"8634","30"
"8635","30"
"8637","30"
"8640","30"
"8647","30"
"8648","30"
"8649","30"
"8650","30"
"8651","30"
"8653","30"
"8654","30"
"8655","30"
"8660","30"
"8662","30"
"8666","30"
"8668","30"
"8669","30"
"8670","30"
"8672","30"
"8673","30"
"8674","30"
"8675","30"
"8677","30"
"8680","30"
"8683","30"
"8686","30"
"8689","30"
"8693","30"
"8694","30"
"8698","30"
"8700","30"
"8701","30"
"8703","30"
"8704","30"
"8707","30"
"8711","30"
"8712","30"
"8716","30"
"8717","30"
"8718","30"
"8720","30"
"8725","30"
"8726","30"
"8728","30"
"8729","30"
"8731","30"
"8732","30"
"8733","30"
"8734","30"
"8736","30"
"8738","30"
"8739","30"
"8741","30"
"8742","30"
"8745","30"
"8747","30"
"8748","30"
"8756","30"
"8758","30"
"8761","30"
"8767","30"
"8769","30"
"8772","30"
"8773","30"
"8774","30"
"8775","30"
"8776","30"
"8777","30"
"8778","30"
"8780","30"
"8783","30"
"8785","30"
"8787","30"
"8788","30"
"8790","30"
"8791","30"
"8794","30"
"8795","30"
"8797","30"
"8800","30"
"8801","30"
"8802","30"
"8804","30"
"8805","30"
"8806","30"
"8807","30"
"8811","30"
"8812","30"
"8813","30"
"8817","30"
"8819","30"
"8823","30"
"8824","30"
"8833","30"
"8850","30"
"8900","30"
"8902","30"
"8903","30"
"8905","30"
"8912","30"
"8913","30"
"8914","30"
"8926","30"
"8934","30"
"8935","30"
"8936","30"
"8938","30"
"8939","30"
"8941","30"
"8942","30"
"8943","30"
"8944","30"
"8946","30"
"8990","30"
"8991","30"
"8992","30"
"8996","30"
"9001","30"
"9004","30"
"9005","30"
"9007","30"
"9010","30"
"9012","30"
"9015","30"
"9019","30"
"9020","30"
"9068","30"
"9082","30"
"9092","30"
"9094","30"
"9095","30"
"9096","30"
"9189","30"
"9190","30"
"9194","30"
"9195","30"
"9204","30"
"9216","30"
"9219","30"
"9220","30"
"9221","30"
"9222","30"
"9224","30"
"9225","30"
"9226","30"
"9228","30"
"9232","30"
"9233","30"
"9235","30"
"9236","30"
"9237","30"
"9238","30"
"9242","30"
"9245","30"
"9246","30"
"9247","30"
"9248","30"
"9249","30"
"9250","30"
"9251","30"
"9252","30"
"9253","30"
"9254","30"
"9256","30"
"9257","30"
"9258","30"
"9259","30"
"9260","30"
"9263","30"
"9265","30"
"9266","30"
"9267","30"
"9268","30"
"9269","30"
"9274","30"
"9275","30"
"9277","30"
"9279","30"
"9280","30"
"9284","30"
"9286","30"
"9289","30"
"9291","30"
"9294","30"
"9297","30"
"9298","30"
"9299","30"
"9300","30"
"9301","30"
"9302","30"
"9303","30"
"9304","30"
"9306","30"
"9307","30"
"9308","30"
"9309","30"
"9311","30"
"9314","30"
"9316","30"
"9317","30"
"9318","30"
"9320","30"
"9321","30"
"9323","30"
"9324","30"
"9325","30"
"9326","30"
"9328","30"
"9330","30"
"9335","30"
"9339","30"
"9340","30"
"9342","30"
"9344","30"
"9345","30"
"9346","30"
"9347","30"
"9348","30"
"9349","30"
"9350","30"
"9351","30"
"9352","30"
"9355","30"
"9356","30"
"9357","30"
"9358","30"
"9359","30"
"9360","30"
"9361","30"
"9362","30"
"9363","30"
"9366","30"
"9367","30"
"9368","30"
"9369","30"
"9370","30"
"9371","30"
"9372","30"
"9373","30"
"9374","30"
"9375","30"
"9376","30"
"9378","30"
"9379","30"
"9381","30"
"9382","30"
"9383","30"
"9384","30"
"9385","30"
"9398","30"
"9399","30"
"9401","30"
"9402","30"
"9403","30"
"9404","30"
"9405","30"
"9406","30"
"9407","30"
"9408","30"
"9409","30"
"9410","30"
"9411","30"
"9412","30"
"9413","30"
"9415","30"
"9417","30"
"9418","30"
"9420","30"
"9421","30"
"9422","30"
"9423","30"
"9424","30"
"9425","30"
"9426","30"
"9427","30"
"9428","30"
"9429","30"
"9431","30"
"9433","30"
"9434","30"
"9438","30"
"9439","30"
"9441","30"
"9443","30"
"9444","30"
"9445","30"
"9447","30"
"9448","30"
"9450","30"
"9451","30"
"9452","30"
"9453","30"
"9454","30"
"9455","30"
"9456","30"
"9458","30"
"9459","30"
"9460","30"
"9461","30"
"9462","30"
"9463","30"
"9464","30"
"9465","30"
"9467","30"
"9468","30"
"9470","30"
"9471","30"
"9472","30"
"9473","30"
"9474","30"
"9475","30"
"9477","30"
"9478","30"
"9479","30"
"9480","30"
"9481","30"
"9482","30"
"9483","30"
"9484","30"
"9486","30"
"9488","30"
"9489","30"
"9490","30"
"9492","30"
"9493","30"
"9496","30"
"9501","30"
"9504","30"
"9506","30"
"9507","30"
"9508","30"
"9509","30"
"9510","30"
"9511","30"
"9512","30"
"9514","30"
"9516","30"
"9517","30"
"9518","30"
"9519","30"
"9520","30"
"9521","30"
"9524","30"
"9525","30"
"9527","30"
"9529","30"
"9530","30"
"9533","30"
"9535","30"
"9536","30"
"9537","30"
"9538","30"
"9539","30"
"9541","30"
"9542","30"
"9543","30"
"9544","30"
"9545","30"
"9546","30"
"9550","30"
"9551","30"
"9556","30"
"9558","30"
"9559","30"
"9561","30"
"9564","30"
"9566","30"
"9567","30"
"9569","30"
"9570","30"
"9571","30"
"9572","30"
"9573","30"
"9574","30"
"9576","30"
"9578","30"
"9579","30"
"9580","30"
"9581","30"
"9583","30"
"9584","30"
"9585","30"
"9588","30"
"9589","30"
"9591","30"
"9599","30"
"9601","30"
"9602","30"
"9604","30"
"9605","30"
"9606","30"
"9607","30"
"9609","30"
"9610","30"
"9612","30"
"9614","30"
"9616","30"
"9617","30"
"9619","30"
"9621","30"
"9622","30"
"9623","30"
"9624","30"
"9628","30"
"9629","30"
"9630","30"
"9631","30"
"9633","30"
"9634","30"
"9635","30"
"9637","30"
"9638","30"
"9639","30"
"9641","30"
"9642","30"
"9643","30"
"9644","30"
"9645","30"
"9647","30"
"9648","30"
"9649","30"
"9650","30"
"9651","30"
"9652","30"
"9654","30"
"9655","30"
"9658","30"
"9659","30"
"9660","30"
"9661","30"
"9662","30"
"9664","30"
"9665","30"
"9666","30"
"9668","30"
"9669","30"
"9671","30"
"9672","30"
"9673","30"
"9674","30"
"9677","30"
"9678","30"
"9679","30"
"9681","30"
"9682","30"
"9684","30"
"9685","30"
"9686","30"
"9687","30"
"9690","30"
"9691","30"
"9693","30"
"9694","30"
"9695","30"
"9696","30"
"9697","30"
"9698","30"
"9701","30"
"9707","30"
"9709","30"
"9711","30"
"9712","30"
"9715","30"
"9716","30"
"9718","30"
"9720","30"
"9721","30"
"9722","30"
"9723","30"
"9725","30"
"9728","30"
"9739","30"
"9744","30"
"9746","30"
"9747","30"
"9751","30"
"9752","30"
"9753","30"
"9754","30"
"9755","30"
"9757","30"
"9759","30"
"9760","30"
"9761","30"
"9763","30"
"9765","30"
"9766","30"
"9767","30"
"9768","30"
"9769","30"
"9770","30"
"9773","30"
"9774","30"
"9775","30"
"9776","30"
"9777","30"
"9778","30"
"9779","30"
"9781","30"
"9783","30"
"9784","30"
"9785","30"
"9787","30"
"9788","30"
"9789","30"
"9791","30"
"9792","30"
"9794","30"
"9795","30"
"9796","30"
"9798","30"
"9799","30"
"9801","30"
"9802","30"
"9803","30"
"9804","30"
"9805","30"
"9814","30"
"9830","30"
"9831","30"
"9833","30"
"9835","30"
"9836","30"
"9841","30"
"9842","30"
"9843","30"
"9847","30"
"9848","30"
"9850","30"
"9854","30"
"9856","30"
"9857","30"
"9858","30"
"9859","30"
"9860","30"
"9861","30"
"9863","30"
"9864","30"
"9865","30"
"9866","30"
"9867","30"
"9869","30"
"9877","30"
"9878","30"
"9880","30"
"9881","30"
"9882","30"
"9884","30"
"9886","30"
"9888","30"
"9891","30"
"9892","30"
"9893","30"
"9895","30"
"9896","30"
"9897","30"
"9898","30"
"9900","30"
"9901","30"
"9902","30"
"9904","30"
"9906","30"
"9908","30"
"9912","30"
"9914","30"
"9919","30"
"9925","30"
"9927","30"
"9928","30"
"9929","30"
"9930","30"
"9931","30"
"9932","30"
"9933","30"
"9934","30"
"9937","30"
"9938","30"
"9940","30"
"9941","30"
"9942","30"
"9943","30"
"9946","30"
"9954","30"
"9955","30"
"9956","30"
"9957","30"
"9958","30"
"9959","30"
"9961","30"
"9962","30"
"9965","30"
"9966","30"
"9967","30"
"9968","30"
"9969","30"
"9970","30"
"10009","30"
"10010","30"
"10011","30"
"10017","30"
"10018","30"
"10019","30"
"10020","30"
"10021","30"
"10022","30"
"10023","30"
"10024","30"
"10025","30"
"10031","30"
"10035","30"
"10042","30"
"10043","30"
"10046","30"
"10052","30"
"10053","30"
"10054","30"
"10055","30"
"10057","30"
"10060","30"
"10062","30"
"10064","30"
"10065","30"
"10068","30"
"10072","30"
"10073","30"
"10076","30"
"10078","30"
"10080","30"
"10082","30"
"10084","30"
"10088","30"
"10091","30"
"10185","30"
"10187","30"
"10345","30"
"10143","30"
"10117","30"
"10456","30"
